Market Center,Commodity,State,Loc,Year,Month,Unit of Arrivals,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Aruppukottai,Sunflower Seed,Tamil Nadu,"[78.1, 9.51]",2012,February,Tonnes,Other,2800,3000,2900,Rs/Quintal
Aruppukottai,Corriander seed,Tamil Nadu,"[78.1, 9.51]",2012,February,Tonnes,Other,4500,5000,4750,Rs/Quintal
Arur,Paddy(Dhan),Tamil Nadu,"[78.9471852, 11.8865852]",2012,February,Tonnes,ADT 39,900,1150,1050,Rs/Quintal
Avalurpet,Paddy(Dhan),Tamil Nadu,"[79.3465, 12.38]",2012,February,Tonnes,Other,961,1059,1010,Rs/Quintal
Avalurpet,Ragi (Finger Millet),Tamil Nadu,"[79.3465, 12.38]",2012,February,Tonnes,Other,1209,0,0,Rs/Quintal
Avalurpet,Black Grams (Urd Beans),Tamil Nadu,"[79.3465, 12.38]",2012,February,Tonnes,Other,2209,3679,2944,Rs/Quintal
Avalurpet,Green Grams (Moong),Tamil Nadu,"[79.3465, 12.38]",2012,February,Tonnes,Other,3639,3839,3739,Rs/Quintal
Avalurpet,Horses Gram,Tamil Nadu,"[79.3465, 12.38]",2012,February,Tonnes,Other,1089,1479,1284,Rs/Quintal
Avalurpet,Groundnut,Tamil Nadu,"[79.3465, 12.38]",2012,February,Tonnes,Other,4062,5139,4600,Rs/Quintal
Bargur,Chilli Red,Tamil Nadu,"[80.47, 15.8889]",2012,February,Tonnes,Medium,1075,1275,1175,Rs/Quintal
Bodinayakkanur,Paddy(Dhan),Tamil Nadu,"[77.35, 10.02]",2011,February,Tonnes,Other,1050,1140,1100,Rs/Quintal
Chethupattu,Paddy(Dhan),Tamil Nadu,"[79.2475, 12.4644]",2011,February,Tonnes,A. Ponni,1060,1119,1080,Rs/Quintal
Chethupattu,Paddy(Dhan),Tamil Nadu,"[79.2475, 12.4644]",2011,February,Tonnes,ADT 37,921,994,940,Rs/Quintal
Chethupattu,Paddy(Dhan),Tamil Nadu,"[79.2475, 12.4644]",2011,February,Tonnes,Other,927,976,936,Rs/Quintal
Chethupattu,Paddy(Dhan),Tamil Nadu,"[79.2475, 12.4644]",2011,February,Tonnes,Ponni,967,1543,1040,Rs/Quintal
Chethupattu,Ragi (Finger Millet),Tamil Nadu,"[79.2475, 12.4644]",2011,February,Tonnes,Other,739,739,739,Rs/Quintal
Chethupattu,Black Grams (Urd Beans),Tamil Nadu,"[79.2475, 12.4644]",2011,February,Tonnes,Other,2469,3889,3889,Rs/Quintal
Chethupattu,Groundnut,Tamil Nadu,"[79.2475, 12.4644]",2011,February,Tonnes,Other,3589,4063,3971,Rs/Quintal
Cheyyar,Paddy(Dhan),Tamil Nadu,"[79.5424, 12.6580]",2011,February,Tonnes,ADT 37,715,977,823,Rs/Quintal
Cheyyar,Paddy(Dhan),Tamil Nadu,"[79.5424, 12.6580]",2011,February,Tonnes,Other,715,996,892,Rs/Quintal
Cheyyar,Paddy(Dhan),Tamil Nadu,"[79.5424, 12.6580]",2011,February,Tonnes,Super Ponni,701,1017,916,Rs/Quintal
Cheyyar,Ragi (Finger Millet),Tamil Nadu,"[79.5424, 12.6580]",2011,February,Tonnes,Other,1077,1077,1077,Rs/Quintal
Cheyyar,Black Grams (Urd Beans),Tamil Nadu,"[79.5424, 12.6580]",2011,February,Tonnes,Other,3399,4322,4322,Rs/Quintal
Cheyyar,Green Grams (Moong),Tamil Nadu,"[79.5424, 12.6580]",2011,February,Tonnes,Other,3759,3759,3759,Rs/Quintal
Cheyyar,Groundnut,Tamil Nadu,"[79.5424, 12.6580]",2011,February,Tonnes,Other,3773,4049,4031,Rs/Quintal
Cheyyar,Paddy(Dhan),Tamil Nadu,"[79.5424, 12.6580]",2012,February,Tonnes,ADT 37,827,999,927,Rs/Quintal
Cheyyar,Paddy(Dhan),Tamil Nadu,"[79.5424, 12.6580]",2012,February,Tonnes,Other,827,1107,1107,Rs/Quintal
Cheyyar,Paddy(Dhan),Tamil Nadu,"[79.5424, 12.6580]",2012,February,Tonnes,Super Ponni,852,1239,1187,Rs/Quintal
Cheyyar,Ragi (Finger Millet),Tamil Nadu,"[79.5424, 12.6580]",2012,February,Tonnes,Other,1049,1239,1239,Rs/Quintal
Cheyyar,Black Grams (Urd Beans),Tamil Nadu,"[79.5424, 12.6580]",2012,February,Tonnes,Other,1009,3592,3462,Rs/Quintal
Cheyyar,Cowpea (Lobia)(Asparagus),Tamil Nadu,"[79.5424, 12.6580]",2012,February,Tonnes,Other,2839,3139,3139,Rs/Quintal
Cheyyar,Green Grams (Moong),Tamil Nadu,"[79.5424, 12.6580]",2012,February,Tonnes,Other,2602,3572,3572,Rs/Quintal
Cheyyar,Red Grams,Tamil Nadu,"[79.5424, 12.6580]",2012,February,Tonnes,Other,3039,3039,3039,Rs/Quintal
Cheyyar,Groundnut,Tamil Nadu,"[79.5424, 12.6580]",2012,February,Tonnes,Other,4683,6063,6063,Rs/Quintal
Cheyyar,Chilli Red,Tamil Nadu,"[79.5424, 12.6580]",2012,February,Tonnes,Other,4260,11900,11900,Rs/Quintal
Chinnamanur,Paddy(Dhan),Tamil Nadu,"[77.3800, 9.83]",2011,February,Tonnes,I.R. 64,1090,1170,1140,Rs/Quintal
Chinnamanur,Banana,Tamil Nadu,"[77.3800, 9.83]",2011,February,Tonnes,Other,2200,2400,2350,Rs/Quintal
Chinnamanur,Banana,Tamil Nadu,"[77.3800, 9.83]",2011,February,Tonnes,Other,2500,2700,2600,Rs/Quintal
Chinnamanur,Banana - Green,Tamil Nadu,"[77.3800, 9.83]",2011,February,Tonnes,Other,1000,1200,1150,Rs/Quintal
Chinnasalem,Varagu,Tamil Nadu,"[78.8599, 11.6495]",2012,February,Tonnes,Other,871,0,0,Rs/Quintal
Coimbatore,Turmeric,Tamil Nadu,"[76.9725, 11.0183]",2012,February,Tonnes,Bulb,4207,4429,4300,Rs/Quintal
Coimbatore,Turmeric,Tamil Nadu,"[76.9725, 11.0183]",2012,February,Tonnes,Finger,4249,4919,4500,Rs/Quintal
Cumbum,Paddy(Dhan),Tamil Nadu,"[77.3, 9.73]",2011,February,Tonnes,I.R.-64,1090,1170,1140,Rs/Quintal
Denkanikottai,Ragi (Finger Millet),Tamil Nadu,"[81.1642, 16.7606]",2012,February,Tonnes,Medium,900,1050,1000,Rs/Quintal
Desur,Paddy(Dhan),Tamil Nadu,"[79.48, 12.43]",2011,February,Tonnes,ADT 37,880,1013,940,Rs/Quintal
Desur,Paddy(Dhan),Tamil Nadu,"[79.48, 12.43]",2011,February,Tonnes,Ponni,1150,1383,1263,Rs/Quintal
Desur,Paddy(Dhan),Tamil Nadu,"[79.48, 12.43]",2011,February,Tonnes,Super Ponni,947,1120,1075,Rs/Quintal
Erode,Turmeric,Tamil Nadu,"[77.7333, 11.35]",2012,February,Tonnes,Bulb,2911,3511,3399,Rs/Quintal
Erode,Turmeric,Tamil Nadu,"[77.7333, 11.35]",2012,February,Tonnes,Finger,3266,3711,3411,Rs/Quintal
Gingee,Paddy(Dhan),Tamil Nadu,"[79.3, 12.15]",2012,February,Tonnes,Other,729,1269,929,Rs/Quintal
Gingee,Ragi (Finger Millet),Tamil Nadu,"[79.3, 12.15]",2012,February,Tonnes,Other,1045,1206,1125,Rs/Quintal
Gingee,T.V.Cumbu,Tamil Nadu,"[79.3, 12.15]",2012,February,Tonnes,Other,1139,1230,1200,Rs/Quintal
Gingee,Black Grams (Urd Beans),Tamil Nadu,"[79.3, 12.15]",2012,February,Tonnes,Other,3475,3661,3500,Rs/Quintal
Gingee,Green Grams (Moong),Tamil Nadu,"[79.3, 12.15]",2012,February,Tonnes,Other,3581,3699,3601,Rs/Quintal
Gingee,Horses Gram,Tamil Nadu,"[79.3, 12.15]",2012,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Gingee,Groundnut,Tamil Nadu,"[79.3, 12.15]",2012,February,Tonnes,Other,3963,4289,4050,Rs/Quintal
Gudiyatham,Cotton,Tamil Nadu,"[78.8644, 12.9397]",2012,February,Tonnes,Other,3880,4809,4356,Rs/Quintal
Hosur,Ragi (Finger Millet),Tamil Nadu,"[77.82, 12.72]",2012,February,Tonnes,Local,850,1050,950,Rs/Quintal
Hosur,Horses Gram,Tamil Nadu,"[77.82, 12.72]",2012,February,Tonnes,Medium,1100,1350,1250,Rs/Quintal
Hosur,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu,"[77.82, 12.72]",2012,February,Tonnes,Black,850,1050,950,Rs/Quintal
Kalavai,Paddy(Dhan),Tamil Nadu,"[79.42, 12.68]",2012,February,Tonnes,ADT 37,933,975,954,Rs/Quintal
Kalavai,Paddy(Dhan),Tamil Nadu,"[79.42, 12.68]",2012,February,Tonnes,Super Ponni,1012,1069,1041,Rs/Quintal
Kallakurichi,Maize,Tamil Nadu,"[78.96091, 11.73870]",2012,February,Tonnes,Other,1121,1147,0,Rs/Quintal
Kallakurichi,T.V.Cumbu,Tamil Nadu,"[78.96091, 11.73870]",2012,February,Tonnes,Other,1213,1260,1226,Rs/Quintal
Kallakurichi,Black Grams (Urd Beans),Tamil Nadu,"[78.96091, 11.73870]",2012,February,Tonnes,Other,3599,3921,3739,Rs/Quintal
Kallakurichi,Green Grams (Moong),Tamil Nadu,"[78.96091, 11.73870]",2012,February,Tonnes,Other,3499,4299,3999,Rs/Quintal
Kallakurichi,Varagu,Tamil Nadu,"[78.96091, 11.73870]",2012,February,Tonnes,Other,859,0,0,Rs/Quintal
Kallakurichi,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu,"[78.96091, 11.73870]",2012,February,Tonnes,Other,3620,5807,3774,Rs/Quintal
Kallakurichi,Groundnut,Tamil Nadu,"[78.96091, 11.73870]",2012,February,Tonnes,Other,5406,6011,0,Rs/Quintal
Kamuthi,Paddy(Dhan),Tamil Nadu,"[78.37, 9.4197]",2011,February,Tonnes,ADT 36,900,1050,950,Rs/Quintal
Karamadai,Bajra(Pearl Millet),Tamil Nadu,"[76.9601, 11.2425]",2011,February,Tonnes,Other,900,1000,950,Rs/Quintal
Karamadai,Jowar(Sorgham),Tamil Nadu,"[76.9601, 11.2425]",2011,February,Tonnes,Other,1400,1450,1425,Rs/Quintal
Karamadai,Maize,Tamil Nadu,"[76.9601, 11.2425]",2011,February,Tonnes,Other,900,940,920,Rs/Quintal
Karamadai,Ragi (Finger Millet),Tamil Nadu,"[76.9601, 11.2425]",2011,February,Tonnes,Other,900,950,925,Rs/Quintal
Karamadai,Bajra(Pearl Millet),Tamil Nadu,"[76.9601, 11.2425]",2012,February,Tonnes,Other,1000,1100,1050,Rs/Quintal
Karamadai,Jowar(Sorgham),Tamil Nadu,"[76.9601, 11.2425]",2012,February,Tonnes,Other,1100,1250,1175,Rs/Quintal
Karamadai,Maize,Tamil Nadu,"[76.9601, 11.2425]",2012,February,Tonnes,Other,1150,1200,1175,Rs/Quintal
Karamadai,Ragi (Finger Millet),Tamil Nadu,"[76.9601, 11.2425]",2012,February,Tonnes,Other,1100,1200,1150,Rs/Quintal
Karumanturai,Paddy(Dhan),Tamil Nadu,"[78.65689, 11.12712]",2012,February,Tonnes,Super Ponni,700,800,750,Rs/Quintal
Katpadi,Paddy(Dhan),Tamil Nadu,"[79.13, 12.98]",2011,February,Tonnes,ADT 37,800,907,848,Rs/Quintal
Katpadi,Groundnut,Tamil Nadu,"[79.13, 12.98]",2011,February,Tonnes,Other,4003,4003,4003,Rs/Quintal
Katpadi,Paddy(Dhan),Tamil Nadu,"[79.13, 12.98]",2012,February,Tonnes,ADT 37,706,1056,906,Rs/Quintal
Katpadi(Uzhavar Santhai),Apple,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,8500,8500,8500,Rs/Quintal
Katpadi(Uzhavar Santhai),Banana,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1200,1200,1200,Rs/Quintal
Katpadi(Uzhavar Santhai),Ber (Zizyphus),Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1800,1800,1800,Rs/Quintal
Katpadi(Uzhavar Santhai),Grapes,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,7000,7000,7000,Rs/Quintal
Katpadi(Uzhavar Santhai),Guava,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,2000,2000,2000,Rs/Quintal
Katpadi(Uzhavar Santhai),Mousambi,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,2500,2500,2500,Rs/Quintal
Katpadi(Uzhavar Santhai),Papaya,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1200,1200,1200,Rs/Quintal
Katpadi(Uzhavar Santhai),Tender Coconut,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,800,800,800,Rs/Quintal
Katpadi(Uzhavar Santhai),Amla,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Ashgourd,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,800,800,800,Rs/Quintal
Katpadi(Uzhavar Santhai),Banana - Green,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1200,1200,1200,Rs/Quintal
Katpadi(Uzhavar Santhai),Beetroot,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Bhindi(Ladies Finger),Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1800,1800,1800,Rs/Quintal
Katpadi(Uzhavar Santhai),Bitter gourd,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Bottle gourd,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,800,800,800,Rs/Quintal
Katpadi(Uzhavar Santhai),Brinjal,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1600,1600,1600,Rs/Quintal
Katpadi(Uzhavar Santhai),Cabbage,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Capsicum,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,2400,2400,2400,Rs/Quintal
Katpadi(Uzhavar Santhai),Carrot,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1200,1200,1200,Rs/Quintal
Katpadi(Uzhavar Santhai),Colacasia,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,2000,2000,2000,Rs/Quintal
Katpadi(Uzhavar Santhai),Coriander,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1300,1300,1300,Rs/Quintal
Katpadi(Uzhavar Santhai),Cowpea(Veg),Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Cucumbar,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1200,1200,1200,Rs/Quintal
Katpadi(Uzhavar Santhai),Green Avare (W),Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Green Avare (W),1200,1200,1200,Rs/Quintal
Katpadi(Uzhavar Santhai),Green Chilly,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Green Chilly,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Green ginger,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,3200,3200,3200,Rs/Quintal
Katpadi(Uzhavar Santhai),Knool Khol,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,600,600,600,Rs/Quintal
Katpadi(Uzhavar Santhai),Leafy Vegetable,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Mango (Raw-Ripe),Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,6000,6000,6000,Rs/Quintal
Katpadi(Uzhavar Santhai),Mint(Pudina),Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Onion,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1800,1800,1800,Rs/Quintal
Katpadi(Uzhavar Santhai),Onion Green,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Potato,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1600,1600,1600,Rs/Quintal
Katpadi(Uzhavar Santhai),Raddish,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,400,400,400,Rs/Quintal
Katpadi(Uzhavar Santhai),Ridgeguard(Tori),Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Snakeguard,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Tomato,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,600,600,600,Rs/Quintal
Katpadi(Uzhavar Santhai),Tamarind Fruit,Tamil Nadu,"[79.13, 12.981]",2011,February,Tonnes,Other,7000,7000,7000,Rs/Quintal
Katpadi(Uzhavar Santhai),Beans,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1200,1200,1200,Rs/Quintal
Katpadi(Uzhavar Santhai),Banana,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1500,1500,1500,Rs/Quintal
Katpadi(Uzhavar Santhai),Chikoos(Sapota),Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Grapes,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,7500,7500,7500,Rs/Quintal
Katpadi(Uzhavar Santhai),Guava,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,2000,2000,2000,Rs/Quintal
Katpadi(Uzhavar Santhai),Mousambi,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,4500,4500,4500,Rs/Quintal
Katpadi(Uzhavar Santhai),Orange,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,5000,5000,5000,Rs/Quintal
Katpadi(Uzhavar Santhai),Tender Coconut,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,700,700,700,Rs/Quintal
Katpadi(Uzhavar Santhai),Amla,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Ashgourd,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,700,700,700,Rs/Quintal
Katpadi(Uzhavar Santhai),Banana - Green,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,700,700,700,Rs/Quintal
Katpadi(Uzhavar Santhai),Beetroot,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Bhindi(Ladies Finger),Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,2200,2200,2200,Rs/Quintal
Katpadi(Uzhavar Santhai),Bitter gourd,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Bottle gourd,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Brinjal,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Cabbage,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1300,1300,1300,Rs/Quintal
Katpadi(Uzhavar Santhai),Carrot,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Colacasia,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Coriander,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Cowpea(Veg),Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Cucumber,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Green Ginger,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1800,1800,1800,Rs/Quintal
Katpadi(Uzhavar Santhai),Knool khol,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Leafy Vegetable,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Mint(Pudina),Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Onion,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Onion Green,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1000,1000,1000,Rs/Quintal
Katpadi(Uzhavar Santhai),Potato,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1200,1200,1200,Rs/Quintal
Katpadi(Uzhavar Santhai),Raddish,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,800,800,800,Rs/Quintal
Katpadi(Uzhavar Santhai),Ridgeguard(Tori),Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,2200,2200,2200,Rs/Quintal
Katpadi(Uzhavar Santhai),Sweet Potato,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Tapioca,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1400,1400,1400,Rs/Quintal
Katpadi(Uzhavar Santhai),Tomato,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,1200,1200,1200,Rs/Quintal
Katpadi(Uzhavar Santhai),Tamarind fruit,Tamil Nadu,"[79.13, 12.981]",2012,February,Tonnes,Other,7000,7000,7000,Rs/Quintal
Kaveripakkam,Paddy(Dhan),Tamil Nadu,"[79.4639, 12.9017]",2011,February,Tonnes,ADT 37,867,900,884,Rs/Quintal
Kaveripakkam,Paddy(Dhan),Tamil Nadu,"[79.4639, 12.9017]",2011,February,Tonnes,ADT 43,675,675,675,Rs/Quintal
Kolathur,Paddy(Dhan),Tamil Nadu,"[77.45, 11.51]",2011,February,Tonnes,Ponni,1200,1400,1300,Rs/Quintal
Kolathur,Kolathur,Tamil Nadu,"[77.45, 11.51]",2011,February,Tonnes,Other,2800,3000,2900,Rs/Quintal
Kolathur,Cotton,Tamil Nadu,"[77.45, 11.51]",2011,February,Tonnes,Other,5000,5500,5250,Rs/Quintal
Kolathur,Cotton,Tamil Nadu,"[77.45, 11.51]",2012,February,Tonnes,Other,3300,3500,3400,Rs/Quintal
Kolathur,Dry Chillies,Tamil Nadu,"[77.45, 11.51]",2012,February,Tonnes,Other,8000,9000,8500,Rs/Quintal
Konganapuram,Cotton,Tamil Nadu,"[77.9735, 11.56047]",2012,February,Tonnes,cotton (Ginned),3900,4300,4100,Rs/Quintal
Konganapuram,Cotton,Tamil Nadu,"[77.9735, 11.56047]",2012,February,Tonnes,DCH-32 (Ginned),4800,5300,5050,Rs/Quintal
Konganapuram,Cotton,Tamil Nadu,"[77.9735, 11.56047]",2012,February,Tonnes,Other,3800,4300,4050,Rs/Quintal
Krishnagiri,Groundnut,Tamil Nadu,"[78.32470, 12.53787]",2012,February,Tonnes,Other,3000,3150,3100,Rs/Quintal
Krishnagiri,Chilli Red,Tamil Nadu,"[78.32470, 12.53787]",2012,February,Tonnes,Coconut,1150,1350,1250,Rs/Quintal
Krishnagiri,Tamarind fruit,Tamil Nadu,"[78.32470, 12.53787]",2012,February,Tonnes,Seedless 2Variety,4000,4200,4100,Rs/Quintal
Kuttulam,Paddy(Dhan),Tamil Nadu,"[77.45, 11.51]",2011,February,Tonnes,A. Ponni,1578,1794,1640,Rs/Quintal
Kuttulam,Paddy(Dhan),Tamil Nadu,"[77.45, 11.51]",2012,February,Tonnes,B P T,1180,1250,1235,Rs/Quintal
Madathukulam,Maize,Tamil Nadu,"[77.35, 10.5667]",2011,February,Tonnes,Other,1020,1030,1025,Rs/Quintal
Madathukulam,Maize,Tamil Nadu,"[77.35, 10.5667]",2012,February,Tonnes,Other,1140,1160,1150,Rs/Quintal
Madathukulam,Paddy(Dhan),Tamil Nadu,"[77.35, 10.5667]",2012,February,Tonnes,ADT 43,1050,1050,1050,Rs/Quintal
Madurai,Paddy(Dhan),Tamil Nadu,"[78.11978, 9.92520]",2012,February,Tonnes,ADT 36,900,1000,950,Rs/Quintal
Madurai,Paddy(Dhan),Tamil Nadu,"[78.11978, 9.92520]",2012,February,Tonnes,AST 16,850,950,900,Rs/Quintal
Madurai,Paddy(Dhan),Tamil Nadu,"[78.11978, 9.92520]",2012,February,Tonnes,Co. 42,900,1000,950,Rs/Quintal
Madurai,Paddy(Dhan),Tamil Nadu,"[78.11978, 9.92520]",2012,February,Tonnes,Ponni,1100,1300,1200,Rs/Quintal
Madurai,Paddy(Dhan),Tamil Nadu,"[78.11978, 9.92520]",2012,February,Tonnes,Sona,1200,1300,1250,Rs/Quintal
Mailaduthurai,Paddy(Dhan),Tamil Nadu,"[79.65, 11.1]",2011,February,Tonnes,A. Ponni,1578,1794,1640,Rs/Quintal
Mailaduthurai,Paddy(Dhan),Tamil Nadu,"[79.65, 11.1]",2012,February,Tonnes,B P T,1180,1250,1233,Rs/Quintal
Manachanallur,Paddy(Dhan),Tamil Nadu,"[78.7022, 10.9078]",2011,February,Tonnes,A. Ponni,1800,1900,1850,Rs/Quintal
Manalurpet,Paddy(Dhan),Tamil Nadu,"[79.1, 12.01667]",2012,February,Tonnes,Other,828,1001,933,Rs/Quintal
Manalurpet,T.V.Cumbu,Tamil Nadu,"[79.1, 12.01667]",2012,February,Tonnes,Other,1150,0,0,Rs/Quintal
Manalurpet,Black Grams (Urd Beans),Tamil Nadu,"[79.1, 12.01667]",2012,February,Tonnes,Other,3549,3663,3600,Rs/Quintal
Manalurpet,Green Grams (Moong),Tamil Nadu,"[79.1, 12.01667]",2012,February,Tonnes,Other,3393,3616,3500,Rs/Quintal
Manalurpet,Karamani,Tamil Nadu,"[79.1, 12.01667]",2012,February,Tonnes,Other,1251,1252,0,Rs/Quintal
Manapparai,Jowar(Sorgham),Tamil Nadu,"[78.42144, 10.60716]",2012,February,Tonnes,Jowar (Yellow),1300,1400,1350,Rs/Quintal
Manapparai,Paddy(Dhan),Tamil Nadu,"[78.42144, 10.60716]",2012,February,Tonnes,Other,1200,1400,1300,Rs/Quintal
Manapparai,Groundnut (Split),Tamil Nadu,"[78.42144, 10.60716]",2012,February,Tonnes,Other,3200,3300,3250,Rs/Quintal
Manapparai,Chilli Red,Tamil Nadu,"[78.42144, 10.60716]",2012,February,Tonnes,Other,9000,10000,9500,Rs/Quintal
Melur,Paddy(Dhan),Tamil Nadu,"[78.33586, 10.03326]",2012,February,Tonnes,ADT 36,850,950,900,Rs/Quintal
