Market Center,Commodity,State,Loc,Year,Month,Unit of Arrivals,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Chickkaballapura,Bitter gourd,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Bitter Gourd,400,700,550,Rs/Quintal
Chickkaballapura,Ridgeguard(Tori),Karnataka,"[77.72,13.43]",2011,February,Tonnes,Ridgeguard(Tori),600,1000,800,Rs/Quintal
Chickkaballapura,Brinjal,Karnataka,"[77.72,13.43]",2012,February,Tonnes,Brinjal,500,600,550,Rs/Quintal
Chickkaballapura,Raddish,Karnataka,"[77.72,13.43]",2012,February,Tonnes,Raddish,300,400,350,Rs/Quintal
Chickkaballapura,Seemebadnekai,Karnataka,"[77.72,13.43]",2012,February,Tonnes,Seemebadanekai,280,360,320,Rs/Quintal
Chickkaballapura,Rose(Loose),Karnataka,"[77.72,13.43]",2012,February,Tonnes,Other,4000,7000,5500,Rs/Quintal
Chickkaballapura,Chilly Capsicum,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Chilly Capsicum,600,1200,900,Rs/Quintal
Chickkaballapura,Knool Khol,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Knool Khol,200,300,250,Rs/Quintal
Chickkaballapura,Carrot,Karnataka,"[77.72,13.43]",2012,February,Tonnes,Carrot,750,1000,900,Rs/Quintal
Chickkaballapura,Tomato,Karnataka,"[77.72,13.43]",2012,February,Tonnes,Tomato,600,1200,900,Rs/Quintal
Chickkaballapura,Seemebadnekai,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Seemebadanekai,300,500,400,Rs/Quintal
Chickkaballapura,Carrot,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Carrot,700,1000,900,Rs/Quintal
Chickkaballapura,Beetroot,Karnataka,"[77.72,13.43]",2012,February,Tonnes,Beetroot,200,300,250,Rs/Quintal
Chickkaballapura,Marygold(Calcutta),Karnataka,"[77.72,13.43]",2012,February,Tonnes,Other,1000,3000,2000,Rs/Number
Chickkaballapura,Chilly Capsicum,Karnataka,"[77.72,13.43]",2012,February,Tonnes,Chilly Capsicum,800,1000,900,Rs/Quintal
Chickkaballapura,Potato,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Local,400,1000,800,Rs/Quintal
Chickkaballapura,Cabbage,Karnataka,"[77.72,13.43]",2012,February,Tonnes,Cabbage,300,450,400,Rs/Quintal
Chickkaballapura,Cauliflower,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Cauliflower,300,500,400,Rs/Quintal
Chickkaballapura,Beetroot,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Beetroot,300,500,400,Rs/Quintal
Chickkaballapura,Tomato,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Tomato,200,450,300,Rs/Quintal
Chickkaballapura,Potato,Karnataka,"[77.72,13.43]",2012,February,Tonnes,Local,300,600,500,Rs/Quintal
Chickkaballapura,Cucumber,Karnataka,"[77.72,13.43]",2012,February,Tonnes,Cucumbar,250,350,300,Rs/Quintal
Chickkaballapura,Cabbage,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Cabbage,150,250,200,Rs/Quintal
Chickkaballapura,Cucumbar,Karnataka,"[77.72,13.43]",2011,February,Tonnes,Cucumbar,400,600,500,Rs/Quintal
Chikkamagalore,Carrot,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Other,1000,1400,1200,Rs/Quintal
Chikkamagalore,Ridgeguard(Tori),Karnataka,"[75.77,13.32]",2011,February,Tonnes,Ridgeguard(Tori),900,1100,1000,Rs/Quintal
Chikkamagalore,Beans,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Beans (Whole),1100,1500,1300,Rs/Quintal
Chikkamagalore,Cucumbar,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Cucumbar,650,750,700,Rs/Quintal
Chikkamagalore,Raddish,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Raddish,450,550,500,Rs/Quintal
Chikkamagalore,Brinjal,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Other,740,860,800,Rs/Quintal
Chikkamagalore,Green Chilly,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Green Chilly,1300,1500,1400,Rs/Quintal
Chikkamagalore,Potato,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Other,800,1200,1000,Rs/Quintal
Chikkamagalore,Beetroot,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Beetroot,450,550,500,Rs/Quintal
Chikkamagalore,Cabbage,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Cabbage,250,350,300,Rs/Quintal
Chikkamagalore,Knool Khol,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Knool Khol,450,550,500,Rs/Quintal
Chikkamagalore,Paddy(Dhan),Karnataka,"[75.77,13.32]",2011,February,Tonnes,Paddy Medium,0,0,1250,Rs/Quintal
Chikkamagalore,Green ginger,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Green Ginger,1328,1428,1378,Rs/Quintal
Chikkamagalore,Wood,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Silveroak,1824,2224,2024,Rs/Quintal
Chikkamagalore,Tomato,Karnataka,"[75.77,13.32]",2011,February,Tonnes,Tomato,150,250,200,Rs/Quintal
Chintamani,Avare Dal,Karnataka,"[78.0588958,13.3861635]",2011,February,Tonnes,Avare (Whole),2800,3350,3075,Rs/Quintal
Chintamani,Carrot,Karnataka,"[78.0588958,13.3861635]",2011,February,Tonnes,Pusakesar,1000,1200,1100,Rs/Quintal
Chintamani,Raddish,Karnataka,"[78.0588958,13.3861635]",2011,February,Tonnes,Raddish,300,500,400,Rs/Quintal
Chintamani,Paddy(Dhan),Karnataka,"[78.0588958,13.3861635]",2012,February,Tonnes,1001,900,1000,950,Rs/Quintal
Chintamani,Cabbage,Karnataka,"[78.0588958,13.3861635]",2011,February,Tonnes,Cabbage,100,300,200,Rs/Quintal
Chintamani,Paddy(Dhan),Karnataka,"[78.0588958,13.3861635]",2011,February,Tonnes,1001,1000,1030,1015,Rs/Quintal
Chintamani,Sweet Pumpkin,Karnataka,"[78.0588958,13.3861635]",2012,February,Tonnes,Sweet Pumpkin,200,300,250,Rs/Quintal
Chintamani,Tomato,Karnataka,"[78.0588958,13.3861635]",2011,February,Tonnes,Tomato,140,340,200,Rs/Quintal
Chintamani,Tomato,Karnataka,"[78.0588958,13.3861635]",2012,February,Tonnes,Tomato,300,1000,500,Rs/Quintal
Chintamani,Ragi (Finger Millet),Karnataka,"[78.0588958,13.3861635]",2012,February,Tonnes,Local,880,950,925,Rs/Quintal
Chintamani,Horses Gram,Karnataka,"[78.0588958,13.3861635]",2012,February,Tonnes,Horse gram (Whole),1350,1500,1400,Rs/Quintal
Chintamani,Rice,Karnataka,"[78.0588958,13.3861635]",2012,February,Tonnes,Broken Rice,1210,1400,1350,Rs/Quintal
Chintamani,Rice,Karnataka,"[78.0588958,13.3861635]",2011,February,Tonnes,Broken Rice,1210,1365,1287,Rs/Quintal
Chintamani,Ragi (Finger Millet),Karnataka,"[78.0588958,13.3861635]",2011,February,Tonnes,Local,900,950,925,Rs/Quintal
Chintamani,Chilli Red,Karnataka,"[78.0588958,13.3861635]",2012,February,Tonnes,Coconut,3500,4200,4000,Rs/Quintal
Chintamani,Rice,Karnataka,"[78.0588958,13.3861635]",2011,February,Tonnes,Hansa,1050,1730,1365,Rs/Quintal
Chintamani,Rice,Karnataka,"[78.0588958,13.3861635]",2011,February,Tonnes,Sona,1730,3070,2400,Rs/Quintal
Chintamani,Rice,Karnataka,"[78.0588958,13.3861635]",2012,February,Tonnes,Hansa,1000,1630,1315,Rs/Quintal
Chintamani,Rice,Karnataka,"[78.0588958,13.3861635]",2012,February,Tonnes,Sona,1710,3100,2780,Rs/Quintal
Chitradurga,Avare Dal,Karnataka,"[76.4,14.2300]",2011,February,Tonnes,Avare (Whole),1809,3077,2500,Rs/Quintal
Chitradurga,Sunflower,Karnataka,"[76.4,14.2300]",2011,February,Tonnes,Local,2859,3269,3000,Rs/Quintal
Chitradurga,Groundnut,Karnataka,"[76.4,14.2300]",2011,February,Tonnes,Natte,2819,3701,3300,Rs/Quintal
Chitradurga,Maize,Karnataka,"[76.4,14.2300]",2011,February,Tonnes,Local,840,1030,950,Rs/Quintal
Davangere,Ragi (Finger Millet),Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,Local,800,1000,900,Rs/Quintal
Davangere,Green Chilly,Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,Green Chilly,1000,1600,1400,Rs/Quintal
Davangere,Tomato,Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,Tomato,100,200,150,Rs/Quintal
Davangere,Sunflower,Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,Local,2210,3189,3093,Rs/Quintal
Davangere,Cotton,Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,MCU 5,3200,6666,5459,Rs/Quintal
Davangere,Onion,Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,Onion,800,1300,1000,Rs/Quintal
Davangere,Paddy(Dhan),Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,Paddy Coarse,950,1050,1000,Rs/Quintal
Davangere,Maize,Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,Local,900,940,920,Rs/Quintal
Davangere,Paddy(Dhan),Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,Paddy fine,1000,1100,1050,Rs/Quintal
Davangere,Paddy(Dhan),Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,Paddy Medium,900,980,940,Rs/Quintal
Davangere,Cotton,Karnataka,"[75.9242,14.4666]",2011,February,Tonnes,Varalakshmi (Ginned),5578,8071,7290,Rs/Quintal
Dharwar,Cotton,Karnataka,"[75.08333,15.35]",2011,February,Tonnes,GCH,6101,6719,6519,Rs/Quintal
Dharwar,Cotton,Karnataka,"[75.08333,15.35]",2011,February,Tonnes,Varalakshmi (Ginned),6649,7439,7389,Rs/Quintal
Gadag,Coriander,Karnataka,"[75.6336933,15.428963]",2011,February,Tonnes,Local,2020,3861,3569,Rs/Quintal
Gadag,Wheat,Karnataka,"[75.6336933,15.428963]",2011,February,Tonnes,White,1045,1537,1286,Rs/Quintal
Gadag,Maize,Karnataka,"[75.6336933,15.428963]",2011,February,Tonnes,Local,811,939,840,Rs/Quintal
Gadag,Jowar(Sorgham),Karnataka,"[75.6336933,15.428963]",2011,February,Tonnes,Jowar ( White),1029,2309,1720,Rs/Quintal
Gadag,Green Grams (Moong),Karnataka,"[75.6336933,15.428963]",2011,February,Tonnes,Green (Whole),3622,5520,4962,Rs/Quintal
Gadag,Sunflower,Karnataka,"[75.6336933,15.428963]",2011,February,Tonnes,Sunflower,1820,3199,2790,Rs/Quintal
Gadag,Groundnut,Karnataka,"[75.6336933,15.428963]",2011,February,Tonnes,Balli/Habbu,1511,2309,2010,Rs/Quintal
Gadag,Cotton,Karnataka,"[75.6336933,15.428963]",2011,February,Tonnes,GCH,3731,6821,6721,Rs/Quintal
Gangavathi,Maize,Karnataka,"[76.53,15.43]",2011,February,Tonnes,Local,910,925,910,Rs/Quintal
Gonikappal,Banana - Green,Karnataka,"[75.925473,12.1842923]",2011,February,Tonnes,Banana - Green,660,660,660,Rs/Quintal
Gonikappal,Jowar(Sorgham),Karnataka,"[75.925473,12.1842923]",2011,February,Tonnes,Local,720,720,720,Rs/Quintal
Gonikappal,Green ginger,Karnataka,"[75.925473,12.1842923]",2011,February,Tonnes,Green Ginger,740,889,800,Rs/Quintal
Gubbi,Maize,Karnataka,"[75.925473,12.1842923]",2012,February,Tonnes,Yellow,900,900,900,Rs/Quintal
Gubbi,Banana - Green,Karnataka,"[75.925473,12.1842923]",2012,February,Tonnes,Banana - Green,2500,2500,2500,Rs/Quintal
Gubbi,Groundnut,Karnataka,"[75.925473,12.1842923]",2012,February,Tonnes,Big (With Shell),2500,2600,2600,Rs/Quintal
Gubbi,Ragi (Finger Millet),Karnataka,"[75.925473,12.1842923]",2012,February,Tonnes,Local,800,1050,900,Rs/Quintal
Gubbi,Chilli Red,Karnataka,"[75.925473,12.1842923]",2012,February,Tonnes,Coconut,6750,6750,6750,Rs/Quintal
Gulbarga,Rice,Karnataka,"[76.8333,17.333]",2011,February,Tonnes,Fine,1800,2700,2300,Rs/Quintal
Gulbarga,Safflower,Karnataka,"[76.8333,17.333]",2011,February,Tonnes,Safflower,2025,2100,2075,Rs/Quintal
Gulbarga,"Sesamum(Sesame,Gingelly,Til)",Karnataka,"[76.8333,17.333]",2011,February,Tonnes,White,3300,4300,3800,Rs/Quintal
Gulbarga,Black Grams (Urd Beans),Karnataka,"[76.8333,17.333]",2011,February,Tonnes,Black Gram (Whole),2000,2800,2400,Rs/Quintal
Gulbarga,Sunflower,Karnataka,"[76.8333,17.333]",2011,February,Tonnes,Sunflower,2700,3100,2900,Rs/Quintal
Gulbarga,Wheat,Karnataka,"[76.8333,17.333]",2011,February,Tonnes,Bansi,1800,2150,2000,Rs/Quintal
Gulbarga,Bajra(Pearl Millet),Karnataka,"[76.8333,17.333]",2011,February,Tonnes,Local,800,900,850,Rs/Quintal
Gulbarga,Green Grams (Moong),Karnataka,"[76.8333,17.333]",2011,February,Tonnes,Green (Whole),2800,3800,3400,Rs/Quintal
Gulbarga,Rice,Karnataka,"[76.8333,17.333]",2011,February,Tonnes,Broken Rice,1250,1600,1350,Rs/Quintal
Gulbarga,Jowar(Sorgham),Karnataka,"[76.8333,17.333]",2011,February,Tonnes,Jowar ( White),1800,2700,2400,Rs/Quintal
Gundlupet,Beetroot,Karnataka,"[76.68, 11.8]",2011,February,Tonnes,Beetroot,667,1000,667,Rs/Quintal
Gundlupet,Cabbage,Karnataka,"[76.68, 11.8]",2011,February,Tonnes,Cabbage,750,750,750,Rs/Quintal
Gundlupet,Onion,Karnataka,"[76.68, 11.8]",2011,February,Tonnes,Local,833,833,833,Rs/Quintal
Gundlupet,Tomato,Karnataka,"[76.68, 11.8]",2011,February,Tonnes,Tomato,200,400,350,Rs/Quintal
Gundlupet,Cotton,Karnataka,"[76.68, 11.8]",2012,February,Tonnes,Varalakshmi (Ginned),2800,2810,2810,Rs/Quintal
Gundlupet,Maize,Karnataka,"[76.68, 11.8]",2011,February,Tonnes,Local,1090,1090,1090,Rs/Quintal
Gundlupet,Onion,Karnataka,"[76.68, 11.8]",2012,February,Tonnes,Local,583,833,800,Rs/Quintal
Gundlupet,Tamarind Fruit,Karnataka,"[76.68, 11.8]",2011,February,Tonnes,Tamarind Fruit,600,600,600,Rs/Quintal
Gundlupet,Chilli Red,Karnataka,"[76.68, 11.8]",2012,February,Tonnes,Coconut,3970,4350,4000,Rs/Quintal
H.B. Halli,Tamarind Seed,Karnataka,"[76.20668,15.049521]",2011,February,Tonnes,Tamarind Seed,800,800,800,Rs/Quintal
H.B. Halli,Paddy(Dhan),Karnataka,"[76.20668,15.049521]",2011,February,Tonnes,Sona,1050,1050,1050,Rs/Quintal
H.B. Halli,Sunflower,Karnataka,"[76.20668,15.049521]",2011,February,Tonnes,Sunflower,2950,3050,3000,Rs/Quintal
H.B. Halli,Groundnut,Karnataka,"[76.20668,15.049521]",2011,February,Tonnes,Big (With Shell),2500,3200,3200,Rs/Quintal
Haliyala,Paddy(Dhan),Karnataka,"[74.76512379,15.3292826]",2011,February,Tonnes,Paddy Medium,950,1240,1200,Rs/Quintal
Hanagal,Maize,Karnataka,"[75.1278805,14.7686886]",2011,February,Tonnes,Hybrid/Local,980,980,980,Rs/Quintal
Hanagal,Paddy(Dhan),Karnataka,"[75.1278805,14.7686886]",2011,February,Tonnes,Paddy,900,900,900,Rs/Quintal
Harappana Halli,Jowar(Sorgham),Karnataka,"[77.6184013,12.7847625]",2011,February,Tonnes,Jowar Hybrid,760,790,780,Rs/Quintal
Harappana Halli,Maize,Karnataka,"[77.6184013,12.7847625]",2011,February,Tonnes,Hybrid/Local,880,1021,990,Rs/Quintal
Harihara,Paddy(Dhan),Karnataka,"[77.29596,12.399345]",2011,February,Tonnes,1001,1000,1030,1015,Rs/Quintal
Harihara,Maize,Karnataka,"[77.29596,12.399345]",2011,February,Tonnes,Hybrid/Local,880,880,880,Rs/Quintal
Harihara,Paddy(Dhan),Karnataka,"[77.29596,12.399345]",2011,February,Tonnes,Sona,1113,1113,1113,Rs/Quintal
Hassan,Beans,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Beans (Whole),2150,2150,2150,Rs/Quintal
Hassan,Ber (Zizyphus),Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Sapota,2240,2240,2240,Rs/Quintal
Hassan,Bhindi(Ladies Finger),Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Bhindi,1000,1000,1000,Rs/Quintal
Hassan,Bottle gourd,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Bottle Gourd,923,923,923,Rs/Quintal
Hassan,Brinjal,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Other,900,906,900,Rs/Quintal
Hassan,Green Chilly,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Green Chilly,1310,1400,1400,Rs/Quintal
Hassan,Ridgeguard(Tori),Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Ridgeguard(Tori),1000,1200,1100,Rs/Quintal
Hassan,Seemebadnekai,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Seemebadanekai,686,686,686,Rs/Quintal
Hassan,Beetroot,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Beetroot,1310,1400,1310,Rs/Quintal
Hassan,Cabbage,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Cabbage,1000,1200,1000,Rs/Quintal
Hassan,Raddish,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Raddish,1000,1200,1100,Rs/Quintal
Hassan,Tomato,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Tomato,554,554,554,Rs/Quintal
Hassan,Water Melon,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Water Melon,902,902,902,Rs/Quintal
Hassan,Paddy(Dhan),Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Paddy,1000,1000,1000,Rs/Quintal
Hassan,Potato,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Potato,500,1130,1000,Rs/Quintal
Hassan,Onion,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Other,630,1363,1267,Rs/Quintal
Hassan,Maize,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Local,700,1100,1050,Rs/Quintal
Hassan,Green ginger,Karnataka,"[76.1039847, 13.0126213]",2011,February,Tonnes,Green Ginger,600,1700,800,Rs/Quintal
Haveri,Cotton,Karnataka,"[75.4019594, 14.7963967]",2011,February,Tonnes,GCH,5289,6809,6369,Rs/Quintal
Haveri,Maize,Karnataka,"[75.4019594, 14.7963967]",2011,February,Tonnes,Local,920,955,935,Rs/Quintal
Hirekerur,Cotton,Karnataka,"[75.3943553,14.4552728]",2011,February,Tonnes,GCH,5000,5200,5100,Rs/Quintal
Holenarsipura,Maize,Karnataka,"[76.2427568, 12.7858129]",2011,February,Tonnes,Local,1040,1040,1040,Rs/Quintal
Holenarsipura,Rice,Karnataka,"[76.2427568, 12.7858129]",2012,February,Tonnes,Broken Rice,800,800,800,Rs/Quintal
Holenarsipura,Green Ginger,Karnataka,"[76.2427568, 12.7858129]",2012,February,Tonnes,Green Ginger,500,500,500,Rs/Quintal
Holenarsipura,Rice,Karnataka,"[76.2427568, 12.7858129]",2011,February,Tonnes,Broken Rice,1000,1000,1000,Rs/Quintal
Holenarsipura,Paddy(Dhan),Karnataka,"[76.2427568, 12.7858129]",2012,February,Tonnes,Paddy Dappa,900,1000,1000,Rs/Quintal
Holenarsipura,Ragi (Finger Millet),Karnataka,"[76.2427568, 12.7858129]",2011,February,Tonnes,Local,750,825,800,Rs/Quintal
Holenarsipura,Green ginger,Karnataka,"[76.2427568, 12.7858129]",2011,February,Tonnes,Green Ginger,900,1000,950,Rs/Quintal
Holenarsipura,Paddy(Dhan),Karnataka,"[76.2427568, 12.7858129]",2011,February,Tonnes,Paddy Dappa,900,1000,950,Rs/Quintal
Holenarsipura,Rice,Karnataka,"[76.2427568, 12.7858129]",2012,February,Tonnes,Coarse,1300,1300,1300,Rs/Quintal
Honnali,Paddy(Dhan),Karnataka,"[75.644657,14.2369386]",2011,February,Tonnes,Paddy Dappa,1000,1046,1020,Rs/Quintal
Honnali,Maize,Karnataka,"[75.644657,14.2369386]",2011,February,Tonnes,Local,900,1000,990,Rs/Quintal
Honnavar,Arecanut(Betelnut/Supari),Karnataka,"[74.4508481,14.2873821]",2011,February,Tonnes,Chippu,3200,4800,3800,Rs/Quintal
Honnavar,Arecanut(Betelnut/Supari),Karnataka,"[74.4508481,14.2873821]",2011,February,Tonnes,Kole,2800,5100,4800,Rs/Quintal
Honnavar,Arecanut(Betelnut/Supari),Karnataka,"[74.4508481,14.2873821]",2011,February,Tonnes,Ripe,7200,7600,7400,Rs/Quintal
Hoovinahadagali,Maize,Karnataka,"[75.9345602,15.0173651]",2011,February,Tonnes,Yellow,850,900,880,Rs/Quintal
Hoovinahadagali,Paddy(Dhan),Karnataka,"[75.9345602,15.0173651]",2011,February,Tonnes,Sanna Bhatta,990,1200,1120,Rs/Quintal
Hosadurga,Same/Savi,Karnataka,"[76.29,13.8]",2011,February,Tonnes,Same/Savi Local,1900,2000,1940,Rs/Quintal
Hospet,Jowar(Sorgham),Karnataka,"[76.4,15.2667]",2011,February,Tonnes,Jowar Hybrid,800,800,800,Rs/Quintal
Hospet,Tamarind Fruit,Karnataka,"[76.4,15.2667]",2011,February,Tonnes,Tamarind Fruit,2206,6200,4129,Rs/Quintal
Hospet,Rice,Karnataka,"[76.4,15.2667]",2011,February,Tonnes,Broken Rice,1050,1050,1050,Rs/Quintal
Hospet,Onion,Karnataka,"[76.4,15.2667]",2011,February,Tonnes,Local,1100,1100,1100,Rs/Quintal
Hospet,Potato,Karnataka,"[76.4,15.2667]",2011,February,Tonnes,Potato,900,900,900,Rs/Quintal
Hospet,Wheat,Karnataka,"[76.4,15.2667]",2011,February,Tonnes,Bansi,1631,1631,1631,Rs/Quintal
Hospet,Rice,Karnataka,"[76.4,15.2667]",2011,February,Tonnes,Pusa Basmati Raw (Old),2000,2000,2000,Rs/Quintal
Hubli (Amaragol),Green Grams (Moong),Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Green (Whole),4319,4509,4469,Rs/Quintal
Hubli (Amaragol),Sunflower,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Sunflower,2711,2711,2711,Rs/Quintal
Hubli (Amaragol),Maize,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Local,911,911,911,Rs/Quintal
Hubli (Amaragol),Groundnut,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Balli/Habbu,2199,2269,2239,Rs/Quintal
Hubli (Amaragol),Cotton,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,GCH,3010,6899,6399,Rs/Quintal
Hubli (Amaragol),Soyabean,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Soyabeen,1169,2229,2136,Rs/Quintal
Hubli (Amaragol),Potato,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Local,500,820,700,Rs/Quintal
Hubli (Amaragol),Onion,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Local,300,1000,850,Rs/Quintal
Hubli (Amaragol),Groundnut,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Hybrid,2909,3289,3289,Rs/Quintal
Hubli (Amaragol),Onion,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Puna,500,1300,1000,Rs/Quintal
Hubli (Amaragol),Onion,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Telagi,500,1300,1000,Rs/Quintal
Hubli (Amaragol),Potato,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Other,500,600,550,Rs/Quintal
Hubli (Amaragol),Potato,Karnataka,"[75.0850,15.3617]",2011,February,Tonnes,Potato,700,850,780,Rs/Quintal
Hunsur,Ragi (Finger Millet),Karnataka,"[76.29,12.31]",2012,February,Tonnes,Local,850,850,850,Rs/Quintal
Hunsur,Green ginger,Karnataka,"[76.29,12.31]",2011,February,Tonnes,Green Ginger,957,957,957,Rs/Quintal
Hunsur,Green Ginger,Karnataka,"[76.29,12.31]",2012,February,Tonnes,Green Ginger,534,534,534,Rs/Quintal
Hunsur,Maize,Karnataka,"[76.29,12.31]",2012,February,Tonnes,Hybrid/Local,1350,1350,1350,Rs/Quintal
Hunsur,Tender Coconut,Karnataka,"[76.29,12.31]",2011,February,Tonnes,Tender Coconut,4440,4440,4440,Rs/Quintal
Hunsur,Tender Coconut,Karnataka,"[76.29,12.31]",2012,February,Tonnes,Tender Coconut,4150,4435,4435,Rs/Quintal
Jagalur,Maize,Karnataka,"[76.3358868,14.5194059]",2011,February,Tonnes,Hybrid/Local,880,1050,1020,Rs/Quintal
Jamakhandi,Maize,Karnataka,"[75.2923106,16.5044424]",2011,February,Tonnes,Yellow,800,900,880,Rs/Quintal
K.R. Pet,Sweet Potato,Karnataka,"[75.7630062,13.2379089]",2012,February,Tonnes,Sweet Potato,183,183,183,Rs/Quintal
K.R. Pet,Cucumbar,Karnataka,"[75.7630062,13.2379089]",2011,February,Tonnes,Cucumbar,200,233,222,Rs/Quintal
K.R. Pet,Sweet Potato,Karnataka,"[75.7630062,13.2379089]",2011,February,Tonnes,Sweet Potato,191,300,222,Rs/Quintal
K.R. Pet,Tender Coconut,Karnataka,"[75.7630062,13.2379089]",2011,February,Tonnes,Tender Coconut,4000,4000,4000,Rs/Quintal
K.R.Nagar,Ragi (Finger Millet),Karnataka,"[76.3804615,12.4372152]",2011,February,Tonnes,Fine,1300,1300,1300,Rs/Quintal
K.R.Nagar,Tomato,Karnataka,"[76.3804615,12.4372152]",2011,February,Tonnes,Tomato,500,500,500,Rs/Quintal
K.R.Nagar,Rice,Karnataka,"[76.3804615,12.4372152]",2011,February,Tonnes,Coarse,1280,1480,1389,Rs/Quintal
K.R.Nagar,Paddy(Dhan),Karnataka,"[76.3804615,12.4372152]",2011,February,Tonnes,Paddy,1000,1000,1000,Rs/Quintal
K.R.Nagar,Green ginger,Karnataka,"[76.3804615,12.4372152]",2011,February,Tonnes,Green Ginger,1100,1200,1115,Rs/Quintal
K.R.Nagar,Tender Coconut,Karnataka,"[76.3804615,12.4372152]",2011,February,Tonnes,Tender Coconut,3500,5000,4400,Rs/Quintal
Kadur,Tomato,Karnataka,"[76.01,13.55]",2011,February,Tonnes,Tomato,333,357,340,Rs/Quintal
Kadur,Maize,Karnataka,"[76.01,13.55]",2011,February,Tonnes,Local,985,985,985,Rs/Quintal
Kadur,Ragi (Finger Millet),Karnataka,"[76.01,13.55]",2011,February,Tonnes,Local,975,1103,1070,Rs/Quintal
Kadur,Ragi (Finger Millet),Karnataka,"[76.01,13.55]",2011,February,Tonnes,Red,975,1103,1070,Rs/Quintal
Kanakapura,Carrot,Karnataka,"[77.4170,12.55]",2011,February,Tonnes,Carrot,1200,1600,1500,Rs/Quintal
Kanakapura,Green Ginger,Karnataka,"[77.4170,12.55]",2012,February,Tonnes,Green Ginger,525,525,525,Rs/Quintal
